concepte,any,municipi,renda familiar disponible bruta,renda familiar disponible bruta,renda familiar disponible bruta
indicador,,,per habitant (índex Catalunya=100),per habitant (€),valor (milers €)
5715,2020.0,Santa Cristina d'Aro,95.1,16883.0,89014.0
5716,2020.0,Santa Eugènia de Berga,99.8,17713.0,39743.0
5717,2020.0,Santa Eulàlia de Riuprimer,100.0,17738.0,24492.0
5718,2020.0,Santa Eulàlia de Ronçana,104.8,18600.0,138924.0
5719,2020.0,Santa Margarida de Montbui,71.6,12702.0,129863.0
5720,2020.0,Santa Margarida i els Monjos,93.1,16525.0,127037.0
5721,2020.0,Santa Maria d'Oló,98.8,17538.0,18155.0
5722,2020.0,Santa Maria de Palautordera,98.5,17480.0,168359.0
5723,2020.0,Santa Oliva,79.1,14042.0,47545.0
5724,2020.0,Santa Pau,103.8,18421.0,28917.0
5725,2020.0,Santa Perpètua de Mogoda,94.3,16732.0,435249.0
5726,2020.0,Santa Susanna,129.9,23051.0,82101.0
5727,2020.0,Santpedor,105.0,18629.0,140281.0
5728,2020.0,Sarral,83.6,14829.0,22745.0
5729,2020.0,Sarrià de Ter,103.4,18355.0,93414.0
5730,2020.0,"Secuita, la",96.6,17138.0,29632.0
5731,2020.0,"Selva del Camp, la",88.7,15733.0,90129.0
5732,2020.0,Sentmenat,98.4,17467.0,162263.0
5733,2020.0,Serinyà,91.2,16177.0,18289.0
5734,2020.0,Seròs,71.9,12755.0,24317.0
5735,2020.0,"Seu d'Urgell, la",78.9,14008.0,169478.0
5736,2020.0,Seva,109.4,19408.0,69494.0
5737,2020.0,Sils,89.0,15800.0,97350.0
5738,2020.0,Sitges,121.7,21601.0,635665.0
5739,2020.0,Solsona,83.9,14894.0,139015.0
5740,2020.0,Sort,92.5,16420.0,35513.0
5741,2020.0,Soses,83.3,14791.0,25814.0
5742,2020.0,Subirats,97.4,17282.0,54155.0
5743,2020.0,"Sénia, la",70.5,12517.0,70924.0
5744,2020.0,Súria,100.7,17862.0,105254.0
5745,2020.0,Taradell,110.2,19555.0,128880.0
5746,2020.0,Tarragona,90.5,16067.0,2198512.0
5747,2020.0,Teià,134.0,23781.0,152492.0
5748,2020.0,Terrassa,96.4,17100.0,3818347.0
5749,2020.0,Tiana,135.1,23980.0,213034.0
5750,2020.0,Tivissa,79.4,14096.0,22728.0
5751,2020.0,Tona,104.1,18466.0,152729.0
5752,2020.0,Tordera,81.6,14489.0,253130.0
5753,2020.0,Torelló,100.0,17746.0,254099.0
5754,2020.0,"Torre de Claramunt, la",94.2,16724.0,63591.0
5755,2020.0,Torredembarra,80.3,14246.0,241037.0
5756,2020.0,Torrefarrera,92.6,16432.0,76079.0
5757,2020.0,Torregrossa,76.9,13654.0,30125.0
5758,2020.0,Torrelavit,100.3,17800.0,25433.0
5759,2020.0,Torrelles de Foix,74.2,13163.0,32173.0
5760,2020.0,Torrelles de Llobregat,109.5,19426.0,117727.0
5761,2020.0,Torres de Segre,73.0,12957.0,30307.0
5762,2020.0,Torroella de Montgrí,76.4,13552.0,159395.0
5763,2020.0,Tortosa,84.8,15047.0,504579.0
5764,2020.0,Torà,89.9,15961.0,19152.0
5765,2020.0,Tossa de Mar,73.9,13106.0,75484.0
5766,2020.0,Tremp,90.0,15970.0,92998.0
5767,2020.0,Tàrrega,82.7,14667.0,256707.0
5768,2020.0,Térmens,82.5,14649.0,19430.0
5769,2020.0,Ullastrell,109.9,19496.0,40789.0
5770,2020.0,Ulldecona,66.7,11838.0,77117.0
5771,2020.0,Ullà,73.6,13056.0,15086.0
5772,2020.0,Vacarisses,100.9,17900.0,124519.0
5773,2020.0,"Vall d'en Bas, la",109.1,19368.0,59001.0
5774,2020.0,"Vall de Bianya, la",110.7,19651.0,24975.0
5775,2020.0,"Vall de Boí, la",82.0,14543.0,15231.0
5776,2020.0,Vallbona d'Anoia,102.1,18118.0,24787.0
5777,2020.0,Vallfogona de Balaguer,86.5,15353.0,28903.0
5778,2020.0,Vallgorguina,100.7,17869.0,53870.0
5779,2020.0,Vallirana,103.5,18371.0,280642.0
5780,2020.0,Vallmoll,95.3,16919.0,30283.0
5781,2020.0,Vallromanes,140.9,25006.0,64305.0
5782,2020.0,Valls,89.9,15959.0,392641.0
5783,2020.0,Vandellòs i l'Hospitalet de l'Infant,83.3,14785.0,98630.0
5784,2020.0,"Vendrell, el",89.4,15861.0,609914.0
5785,2020.0,Verges,90.3,16027.0,18582.0
5786,2020.0,Vic,94.0,16684.0,783414.0
5787,2020.0,Vidreres,88.8,15753.0,123751.0
5788,2020.0,Vielha e Mijaran,88.9,15769.0,87920.0
5789,2020.0,Vila-rodona,84.2,14937.0,19300.0
5790,2020.0,Vila-seca,77.5,13762.0,312155.0
5791,2020.0,Vilablareix,117.0,20769.0,63545.0
5792,2020.0,Viladecans,97.8,17348.0,1154020.0
5793,2020.0,Viladecavalls,111.4,19774.0,149930.0
5794,2020.0,Viladrau,103.2,18320.0,19470.0
5795,2020.0,Vilafant,91.8,16286.0,86721.0
5796,2020.0,Vilafranca del Penedès,94.0,16685.0,669983.0
5797,2020.0,Vilajuïga,90.1,15985.0,17491.0
5798,2020.0,Vilallonga del Camp,86.8,15402.0,37122.0
5799,2020.0,Vilamalla,85.2,15120.0,17098.0
5800,2020.0,Vilanova de Bellpuig,79.9,14184.0,17041.0
5801,2020.0,Vilanova de Segrià,83.3,14782.0,14459.0
5802,2020.0,Vilanova de la Barca,81.2,14402.0,15719.0
5803,2020.0,Vilanova del Camí,81.3,14422.0,182956.0
5804,2020.0,Vilanova del Vallès,112.3,19928.0,109796.0
5805,2020.0,Vilanova i la Geltrú,98.7,17517.0,1165874.0
5806,2020.0,Vilassar de Dalt,126.1,22372.0,200873.0
5807,2020.0,Vilassar de Mar,119.3,21163.0,439499.0
5808,2020.0,Vilobí d'Onyar,99.6,17672.0,57554.0
5809,2020.0,Vilobí del Penedès,97.6,17314.0,19351.0
5810,2020.0,Vinyols i els Arcs,87.6,15554.0,33811.0
5811,2020.0,Xerta,83.0,14726.0,17045.0
5812,2020.0,Òdena,87.5,15534.0,57169.0
5813,2021.0,Abrera,102.3,19070.0,241196.0
5814,2021.0,Agramunt,87.0,16216.0,88440.0
5815,2021.0,Aiguafreda,107.4,20016.0,51102.0
5816,2021.0,Aitona,68.2,12705.0,31737.0
5817,2021.0,Albatàrrec,75.5,14077.0,30997.0
5818,2021.0,Albesa,81.8,15248.0,23924.0
5819,2021.0,Albinyana,78.3,14595.0,37043.0
5820,2021.0,Alcanar,77.3,14403.0,137708.0
5821,2021.0,Alcarràs,75.4,14057.0,138958.0
5822,2021.0,Alcoletge,81.5,15193.0,53297.0
5823,2021.0,Alcover,89.6,16702.0,87335.0
5824,2021.0,"Aldea, l'",73.4,13672.0,58422.0
5825,2021.0,Alella,136.3,25407.0,254422.0
5826,2021.0,Alfarràs,81.0,15093.0,41972.0
5827,2021.0,Alforja,84.6,15772.0,29825.0
5828,2021.0,Alguaire,81.4,15176.0,46348.0
5829,2021.0,Almacelles,69.4,12926.0,90066.0
5830,2021.0,Almenar,80.5,15002.0,50616.0
5831,2021.0,Almoster,121.0,22546.0,29490.0
5832,2021.0,Alp,90.5,16863.0,28330.0
5833,2021.0,Alpicat,109.0,20306.0,128717.0
5834,2021.0,Altafulla,103.7,19325.0,107156.0
5835,2021.0,Amer,92.8,17287.0,41454.0
5836,2021.0,"Ametlla de Mar, l'",75.7,14102.0,101616.0
5837,2021.0,"Ametlla del Vallès, l'",131.0,24420.0,217293.0
5838,2021.0,"Ampolla, l'",80.8,15050.0,52825.0
5839,2021.0,Amposta,75.8,14118.0,303237.0
5840,2021.0,Anglesola,81.5,15195.0,20513.0
5841,2021.0,Anglès,87.4,16289.0,92797.0
5842,2021.0,Arbeca,86.3,16077.0,34149.0
5843,2021.0,"Arboç, l'",78.4,14603.0,81777.0
5844,2021.0,Arbúcies,81.8,15243.0,99126.0
5845,2021.0,Arenys de Mar,96.9,18059.0,289890.0
5846,2021.0,Arenys de Munt,101.9,18990.0,174940.0
5847,2021.0,Argentona,105.1,19592.0,248520.0
5848,2021.0,"Armentera, l'",84.1,15668.0,16075.0
5849,2021.0,Artesa de Lleida,82.8,15429.0,23700.0
5850,2021.0,Artesa de Segre,79.7,14848.0,51685.0
5851,2021.0,Artés,96.2,17920.0,104435.0
5852,2021.0,Ascó,87.2,16247.0,26288.0
5853,2021.0,Avinyonet de Puigventós,94.9,17683.0,29478.0
5854,2021.0,Avinyonet del Penedès,94.2,17555.0,30072.0
5855,2021.0,Avinyó,95.3,17759.0,40526.0
5856,2021.0,Avià,101.0,18824.0,41751.0
5857,2021.0,Badalona,94.6,17635.0,3916076.0
5858,2021.0,Badia del Vallès,79.5,14825.0,195982.0
5859,2021.0,Bagà,102.2,19039.0,41123.0
5860,2021.0,Balaguer,76.6,14277.0,247700.0
5861,2021.0,Balenyà,89.1,16614.0,64943.0
5862,2021.0,Balsareny,96.5,17985.0,58686.0
5863,2021.0,Banyeres del Penedès,90.8,16913.0,55476.0
5864,2021.0,Banyoles,97.5,18174.0,366219.0
5865,2021.0,Barberà del Vallès,100.5,18726.0,619672.0
5866,2021.0,Barcelona,118.8,22136.0,35889411.0
5867,2021.0,Batea,73.2,13634.0,25619.0
5868,2021.0,Begues,119.6,22281.0,164698.0
5869,2021.0,Begur,93.5,17422.0,71952.0
5870,2021.0,Bell-lloc d'Urgell,90.2,16811.0,39102.0
5871,2021.0,Bellcaire d'Urgell,83.7,15607.0,19056.0
5872,2021.0,Bellpuig,79.2,14759.0,76498.0
5873,2021.0,Bellvei,76.2,14196.0,32794.0
5874,2021.0,Bellver de Cerdanya,94.3,17577.0,38089.0
5875,2021.0,Bellvís,82.2,15319.0,34406.0
5876,2021.0,Benavent de Segrià,89.8,16739.0,25878.0
5877,2021.0,Benissanet,75.3,14034.0,16224.0
5878,2021.0,Berga,95.6,17821.0,298003.0
5879,2021.0,Besalú,93.9,17505.0,43499.0
5880,2021.0,Bescanó,98.5,18364.0,94335.0
5881,2021.0,Bigues i Riells del Fai,110.0,20509.0,197811.0
5882,2021.0,"Bisbal d'Empordà, la",83.1,15495.0,172834.0
5883,2021.0,"Bisbal del Penedès, la",82.1,15296.0,60036.0
5884,2021.0,Blanes,82.5,15373.0,618772.0
5885,2021.0,Bordils,96.9,18063.0,32495.0
5886,2021.0,"Borges Blanques, les",84.2,15685.0,97388.0
5887,2021.0,"Borges del Camp, les",86.7,16151.0,34386.0
5888,2021.0,Bossòst,89.5,16677.0,18728.0
5889,2021.0,Botarell,91.9,17134.0,18744.0
5890,2021.0,Breda,91.6,17067.0,65503.0
5891,2021.0,"Bruc, el",109.3,20379.0,44976.0
5892,2021.0,Bàscara,87.2,16243.0,16535.0
5893,2021.0,"Cabanyes, les",106.3,19806.0,19826.0
5894,2021.0,Cabra del Camp,78.6,14655.0,18245.0
5895,2021.0,Cabrera d'Anoia,86.6,16145.0,25444.0
5896,2021.0,Cabrera de Mar,128.8,24013.0,115958.0
5897,2021.0,Cabrils,131.6,24518.0,187291.0
5898,2021.0,Cadaqués,70.9,13220.0,37544.0
5899,2021.0,Calaf,84.5,15752.0,56488.0
5900,2021.0,Calafell,82.7,15420.0,442153.0
5901,2021.0,Calders,106.6,19858.0,21487.0
5902,2021.0,Caldes d'Estrac,111.3,20737.0,64596.0
5903,2021.0,Caldes de Malavella,96.7,18013.0,146033.0
5904,2021.0,Caldes de Montbui,101.9,18994.0,339101.0
5905,2021.0,Calella,82.0,15273.0,293874.0
5906,2021.0,Calldetenes,100.1,18649.0,46884.0
5907,2021.0,Callús,93.4,17405.0,36743.0
5908,2021.0,Calonge i Sant Antoni,81.4,15164.0,175414.0
5909,2021.0,Camarles,77.9,14511.0,47929.0
5910,2021.0,Cambrils,90.5,16868.0,595450.0
5911,2021.0,Campdevànol,102.2,19046.0,61405.0
5912,2021.0,Camprodon,91.0,16962.0,41455.0
5913,2021.0,Canet de Mar,93.7,17466.0,259123.0
5914,2021.0,"Canonja, la",82.4,15348.0,90951.0
5915,2021.0,Canovelles,81.5,15193.0,255701.0
5916,2021.0,Canyelles,99.1,18475.0,91509.0
5917,2021.0,Capellades,96.2,17923.0,95492.0
5918,2021.0,Cardedeu,103.0,19197.0,359747.0
5919,2021.0,Cardona,95.8,17861.0,81874.0
5920,2021.0,Casserres,92.9,17313.0,28462.0
5921,2021.0,Cassà de la Selva,93.5,17425.0,184251.0
5922,2021.0,"Castell d'Aro, Platja d'Aro i s'Agaró",75.7,14101.0,161194.0
5923,2021.0,Castellar del Vallès,109.2,20358.0,504347.0
5924,2021.0,Castellbell i el Vilar,91.2,16988.0,65694.0
5925,2021.0,Castellbisbal,102.5,19105.0,241894.0
5926,2021.0,Castelldefels,107.3,19991.0,1337427.0
5927,2021.0,Castellet i la Gornal,92.2,17182.0,42232.0
5928,2021.0,Castellgalí,95.8,17850.0,39341.0
5929,2021.0,Castellnou de Bages,100.0,18641.0,26619.0
5930,2021.0,Castellterçol,94.1,17538.0,46161.0
5931,2021.0,Castellvell del Camp,109.6,20422.0,59776.0
5932,2021.0,Castellví de Rosanes,105.6,19684.0,40194.0
5933,2021.0,Castellví de la Marca,95.9,17879.0,28607.0
5934,2021.0,Castelló d'Empúries,66.7,12422.0,139616.0
5935,2021.0,"Catllar, el",104.4,19453.0,94053.0
5936,2021.0,"Cellera de Ter, la",94.9,17681.0,34672.0
5937,2021.0,Celrà,88.8,16542.0,91277.0
5938,2021.0,Centelles,97.5,18176.0,138393.0
5939,2021.0,Cercs,103.1,19215.0,22616.0
5940,2021.0,Cerdanyola del Vallès,111.1,20697.0,1185073.0
5941,2021.0,Cervelló,109.8,20472.0,189613.0
5942,2021.0,Cervera,84.1,15666.0,146759.0
5943,2021.0,Cervià de Ter,99.2,18491.0,18158.0
5944,2021.0,Collbató,120.4,22429.0,105126.0
5945,2021.0,Constantí,73.3,13666.0,92218.0
5946,2021.0,Corbera d'Ebre,72.4,13486.0,13378.0
5947,2021.0,Corbera de Llobregat,109.8,20466.0,309562.0
5948,2021.0,Corbins,78.3,14595.0,21250.0
5949,2021.0,Cornellà de Llobregat,95.4,17774.0,1582740.0
5950,2021.0,Cornellà del Terri,96.2,17928.0,43206.0
5951,2021.0,Corçà,97.3,18141.0,23203.0
5952,2021.0,Creixell,84.5,15753.0,62003.0
5953,2021.0,"Cruïlles, Monells i Sant Sadurní de l'Heura",97.3,18124.0,24160.0
5954,2021.0,Cubelles,96.4,17960.0,292672.0
5955,2021.0,Cunit,80.9,15077.0,215034.0
5956,2021.0,Cànoves i Samalús,104.3,19444.0,63115.0
5957,2021.0,Deltebre,75.6,14085.0,163447.0
5958,2021.0,Dosrius,103.3,19255.0,109866.0
5959,2021.0,"Escala, l'",83.7,15592.0,163029.0
5960,2021.0,Esparreguera,97.6,18184.0,405740.0
5961,2021.0,"Espluga de Francolí, l'",90.3,16837.0,62635.0
5962,2021.0,Esplugues de Llobregat,115.8,21576.0,1006413.0
5963,2021.0,"Esquirol, l'",96.2,17932.0,39882.0
5964,2021.0,Falset,87.8,16364.0,45229.0
5965,2021.0,Figaró-Montmany,93.9,17504.0,19797.0
5966,2021.0,Figueres,74.9,13961.0,652783.0
5967,2021.0,Flaçà,86.9,16202.0,18552.0
5968,2021.0,Flix,96.5,17985.0,61796.0
5969,2021.0,Fogars de la Selva,91.8,17109.0,26519.0
5970,2021.0,Folgueroles,107.5,20027.0,45340.0
5971,2021.0,Fonollosa,98.7,18396.0,28073.0
5972,2021.0,Font-rubí,88.6,16516.0,23733.0
5973,2021.0,Fontcoberta,108.6,20243.0,29737.0
5974,2021.0,Forallac,96.1,17911.0,31005.0
5975,2021.0,Fornells de la Selva,142.9,26634.0,71726.0
5976,2021.0,"Franqueses del Vallès, les",94.4,17602.0,357864.0
5977,2021.0,"Fuliola, la",73.5,13689.0,16919.0
5978,2021.0,Gandesa,78.6,14649.0,45249.0
5979,2021.0,"Garriga, la",107.9,20101.0,336191.0
5980,2021.0,Gavà,105.3,19621.0,919453.0
5981,2021.0,Gelida,98.7,18388.0,142633.0
5982,2021.0,Gimenells i el Pla de la Font,74.0,13789.0,15333.0
5983,2021.0,Girona,98.4,18330.0,1863880.0
5984,2021.0,Gironella,95.8,17854.0,88216.0
5985,2021.0,Golmés,88.7,16535.0,31118.0
5986,2021.0,"Granada, la",99.5,18545.0,40855.0
5987,2021.0,Granollers,101.0,18828.0,1165387.0
5988,2021.0,Gualba,94.7,17649.0,28291.0
5989,2021.0,Guissona,81.7,15228.0,111176.0
5990,2021.0,Gurb,116.2,21658.0,58585.0
5991,2021.0,Horta de Sant Joan,77.4,14429.0,16680.0
5992,2021.0,"Hospitalet de Llobregat, l'",88.9,16560.0,4407164.0
5993,2021.0,"Hostalets de Pierola, els",94.3,17582.0,54452.0
5994,2021.0,Hostalric,88.1,16412.0,71326.0
5995,2021.0,Igualada,94.7,17649.0,721150.0
5996,2021.0,Isona i Conca Dellà,86.6,16132.0,16971.0
5997,2021.0,Ivars d'Urgell,85.7,15978.0,24862.0
5998,2021.0,"Jonquera, la",67.6,12589.0,41494.0
5999,2021.0,Juneda,80.4,14984.0,53884.0
6000,2021.0,Linyola,79.5,14809.0,40487.0
6001,2021.0,"Llagosta, la",90.1,16799.0,221914.0
6002,2021.0,Llagostera,86.3,16087.0,143366.0
6003,2021.0,Llançà,85.6,15946.0,79014.0
6004,2021.0,Lleida,95.2,17744.0,2470527.0
6005,2021.0,Llers,93.7,17457.0,21891.0
6006,2021.0,Llinars del Vallès,102.9,19185.0,194535.0
6007,2021.0,Lliçà d'Amunt,106.5,19844.0,311827.0
6008,2021.0,Lliçà de Vall,112.1,20893.0,139606.0
6009,2021.0,Llorenç del Penedès,94.1,17540.0,41764.0
6010,2021.0,Lloret de Mar,67.5,12581.0,482112.0
6011,2021.0,Llívia,77.8,14493.0,21885.0
6012,2021.0,Malgrat de Mar,85.7,15970.0,303139.0
6013,2021.0,Manlleu,85.6,15955.0,331315.0
6014,2021.0,Manresa,92.7,17278.0,1338964.0
6015,2021.0,Martorell,90.6,16887.0,483149.0
6016,2021.0,Martorelles,101.7,18955.0,92290.0
6017,2021.0,Masdenverge,78.6,14643.0,16517.0
6018,2021.0,"Masies de Voltregà, les",102.3,19071.0,60265.0
6019,2021.0,"Masnou, el",118.5,22083.0,525703.0
6020,2021.0,Masquefa,91.0,16967.0,164153.0
6021,2021.0,Matadepera,165.6,30868.0,300066.0
6022,2021.0,Mataró,89.9,16750.0,2162251.0
6023,2021.0,Maçanet de la Selva,80.5,14999.0,112211.0
6024,2021.0,Mediona,85.9,16002.0,39733.0
6025,2021.0,Miralcamp,77.4,14416.0,19663.0
6026,2021.0,Moià,90.7,16911.0,109754.0
6027,2021.0,Molins de Rei,113.2,21089.0,552559.0
6028,2021.0,Mollerussa,87.5,16305.0,244590.0
6029,2021.0,Mollet del Vallès,95.5,17797.0,909451.0
6030,2021.0,Monistrol de Montserrat,90.9,16936.0,53551.0
6031,2021.0,Mont-ras,94.9,17686.0,29430.0
6032,2021.0,Mont-roig del Camp,77.9,14519.0,188514.0
6033,2021.0,Montblanc,93.6,17445.0,129893.0
6034,2021.0,Montbrió del Camp,90.8,16921.0,51357.0
6035,2021.0,Montcada i Reixac,93.1,17355.0,636985.0
6036,2021.0,Montesquiu,90.8,16928.0,17673.0
6037,2021.0,Montferrer i Castellbò,69.2,12895.0,13914.0
6038,2021.0,Montgat,110.6,20620.0,253402.0
6039,2021.0,"Montmell, el",72.8,13576.0,24478.0
6040,2021.0,Montmeló,97.0,18082.0,158524.0
6041,2021.0,Montornès del Vallès,94.2,17555.0,293106.0
6042,2021.0,"Morell, el",88.4,16482.0,61888.0
6043,2021.0,Móra d'Ebre,86.1,16055.0,90118.0
6044,2021.0,Móra la Nova,80.6,15014.0,47280.0
6045,2021.0,Naut Aran,87.2,16244.0,31415.0
6046,2021.0,Navarcles,99.4,18529.0,112339.0
6047,2021.0,Navata,98.8,18421.0,26342.0
6048,2021.0,Navàs,98.7,18403.0,110654.0
6049,2021.0,Olesa de Bonesvalls,101.0,18831.0,37078.0
6050,2021.0,Olesa de Montserrat,94.9,17690.0,428003.0
6051,2021.0,Oliana,89.4,16669.0,30838.0
6052,2021.0,Olivella,94.9,17682.0,74988.0
6053,2021.0,Olost,101.6,18927.0,22844.0
6054,2021.0,Olot,93.2,17371.0,633064.0
6055,2021.0,Olèrdola,100.6,18750.0,72545.0
6056,2021.0,Os de Balaguer,82.1,15295.0,15677.0
6057,2021.0,Palafolls,88.0,16394.0,158483.0
6058,2021.0,Palafrugell,77.9,14510.0,336710.0
6059,2021.0,Palamós,87.1,16227.0,295149.0
6060,2021.0,"Palau d'Anglesola, el",89.8,16732.0,36810.0
6061,2021.0,Palau-saverdera,78.2,14574.0,21628.0
6062,2021.0,Palau-solità i Plegamans,104.3,19441.0,289773.0
6063,2021.0,"Pallaresos, els",104.0,19385.0,95066.0
6064,2021.0,Pallejà,108.6,20239.0,235599.0
6065,2021.0,"Palma de Cervelló, la",113.5,21154.0,63863.0
6066,2021.0,Pals,88.1,16411.0,41881.0
6067,2021.0,"Papiol, el",101.6,18933.0,80445.0
6068,2021.0,Parets del Vallès,102.8,19157.0,362385.0
6069,2021.0,Perafort,92.5,17243.0,22208.0
6070,2021.0,Peralada,102.0,19006.0,37403.0
6071,2021.0,"Perelló, el",68.6,12789.0,36538.0
6072,2021.0,Piera,88.6,16506.0,273597.0
6073,2021.0,Pineda de Mar,82.2,15323.0,431044.0
6074,2021.0,"Pinell de Brai, el",83.9,15632.0,15617.0
6075,2021.0,"Pla de Santa Maria, el",85.9,16016.0,37397.0
6076,2021.0,"Pla del Penedès, el",87.5,16315.0,21422.0
6077,2021.0,"Planes d'Hostoles, les",91.9,17119.0,29497.0
6078,2021.0,"Pobla de Claramunt, la",92.0,17140.0,38547.0
6079,2021.0,"Pobla de Lillet, la",101.7,18948.0,20237.0
6080,2021.0,"Pobla de Mafumet, la",74.3,13850.0,56201.0
6081,2021.0,"Pobla de Montornès, la",89.7,16716.0,51252.0
6082,2021.0,"Pobla de Segur, la",87.7,16341.0,49743.0
6083,2021.0,Polinyà,95.1,17727.0,150552.0
6084,2021.0,"Pont de Suert, el",83.1,15495.0,36585.0
6085,2021.0,"Pont de Vilomara i Rocafort, el",86.1,16046.0,64666.0
6086,2021.0,Ponts,83.6,15576.0,41090.0
6087,2021.0,Porqueres,97.8,18234.0,85611.0
6088,2021.0,"Port de la Selva, el",88.0,16401.0,16532.0
6089,2021.0,Portbou,87.3,16276.0,17676.0
6090,2021.0,"Prat de Llobregat, el",99.1,18470.0,1203359.0
6091,2021.0,Prats de Lluçanès,97.1,18094.0,47532.0
6092,2021.0,Premià de Dalt,122.4,22803.0,236920.0
6093,2021.0,Premià de Mar,100.8,18781.0,533292.0
6094,2021.0,"Preses, les",99.6,18565.0,34959.0
6095,2021.0,Puig-reig,96.3,17944.0,77286.0
6096,2021.0,Puigcerdà,76.9,14340.0,136145.0
6097,2021.0,Puigpelat,86.3,16077.0,19373.0
6098,2021.0,Puigverd de Lleida,84.7,15786.0,21785.0
6099,2021.0,Quart,110.6,20612.0,80079.0
6100,2021.0,Reus,88.7,16532.0,1758823.0
6101,2021.0,Riba-roja d'Ebre,67.5,12579.0,13963.0
6102,2021.0,Ribes de Freser,95.2,17734.0,31832.0
6103,2021.0,Riells i Viabrea,92.5,17238.0,73433.0
6104,2021.0,"Riera de Gaià, la",89.0,16586.0,29008.0
6105,2021.0,Ripoll,94.3,17568.0,188420.0
6106,2021.0,Ripollet,91.3,17016.0,662872.0
6107,2021.0,Riudarenes,93.0,17330.0,39964.0
6108,2021.0,Riudecanyes,89.5,16682.0,20419.0
6109,2021.0,Riudecols,96.8,18031.0,21710.0
6110,2021.0,Riudellots de la Selva,102.7,19137.0,39728.0
6111,2021.0,Riudoms,80.3,14966.0,100289.0
6112,2021.0,"Roca del Vallès, la",110.8,20652.0,221062.0
6113,2021.0,Roda de Berà,86.5,16125.0,118747.0
6114,2021.0,Roda de Ter,94.9,17684.0,115122.0
6115,2021.0,Roquetes,80.7,15048.0,122957.0
6116,2021.0,Roses,68.5,12774.0,251387.0
6117,2021.0,Rosselló,88.6,16515.0,53475.0
6118,2021.0,Rubí,94.9,17682.0,1391626.0
6119,2021.0,"Ràpita, la",78.2,14578.0,218202.0
6120,2021.0,Sabadell,99.6,18569.0,4009193.0
6121,2021.0,Sallent,100.0,18633.0,125997.0
6122,2021.0,Salou,79.1,14744.0,418189.0
6123,2021.0,Salt,68.6,12789.0,412806.0
6124,2021.0,Sant Adrià de Besòs,86.8,16171.0,598542.0
6125,2021.0,Sant Andreu de Llavaneres,118.3,22048.0,250602.0
6126,2021.0,Sant Andreu de la Barca,94.5,17617.0,476996.0
6127,2021.0,Sant Antoni de Vilamajor,109.5,20401.0,131177.0
6128,2021.0,Sant Boi de Llobregat,97.0,18086.0,1507865.0
6129,2021.0,Sant Cebrià de Vallalta,102.9,19179.0,69043.0
6130,2021.0,Sant Celoni,93.1,17341.0,315598.0
6131,2021.0,Sant Climent de Llobregat,102.0,19017.0,79509.0
6132,2021.0,Sant Cugat Sesgarrigues,97.3,18130.0,18365.0
6133,2021.0,Sant Cugat del Vallès,139.1,25918.0,2459852.0
6134,2021.0,Sant Esteve Sesrovires,114.1,21256.0,166223.0
6135,2021.0,Sant Esteve de Palautordera,103.5,19291.0,57816.0
6136,2021.0,Sant Feliu de Codines,95.0,17709.0,113568.0
6137,2021.0,Sant Feliu de Guíxols,81.9,15255.0,337673.0
6138,2021.0,Sant Feliu de Llobregat,110.5,20588.0,936169.0
6139,2021.0,Sant Feliu de Pallerols,88.4,16484.0,24231.0
6140,2021.0,Sant Fost de Campsentelles,105.7,19694.0,177424.0
6141,2021.0,Sant Fruitós de Bages,108.2,20167.0,181302.0
6142,2021.0,Sant Gregori,110.4,20566.0,83333.0
6143,2021.0,Sant Guim de Freixenet,86.2,16070.0,17355.0
6144,2021.0,Sant Hilari Sacalm,85.5,15931.0,92254.0
6145,2021.0,Sant Hipòlit de Voltregà,101.5,18920.0,67903.0
6146,2021.0,Sant Iscle de Vallalta,91.4,17043.0,24457.0
6147,2021.0,Sant Jaume d'Enveja,73.2,13644.0,49200.0
6148,2021.0,Sant Jaume dels Domenys,87.8,16370.0,44020.0
6149,2021.0,Sant Joan Despí,114.0,21253.0,723051.0
6150,2021.0,Sant Joan de Vilatorrada,96.1,17903.0,193750.0
6151,2021.0,Sant Joan de les Abadesses,98.1,18285.0,59684.0
6152,2021.0,Sant Joan les Fonts,105.6,19685.0,59921.0
6153,2021.0,Sant Julià de Ramis,100.1,18649.0,67248.0
6154,2021.0,Sant Julià de Vilatorta,121.0,22544.0,71486.0
6155,2021.0,Sant Julià del Llor i Bonmatí,96.0,17893.0,23994.0
6156,2021.0,Sant Just Desvern,150.3,28019.0,546655.0
6157,2021.0,Sant Llorenç Savall,92.1,17165.0,43118.0
6158,2021.0,Sant Llorenç d'Hortons,103.8,19346.0,47880.0
6159,2021.0,Sant Llorenç de Morunys,91.8,17104.0,17172.0
6160,2021.0,Sant Martí Sarroca,88.4,16467.0,54292.0
6161,2021.0,Sant Martí de Centelles,88.5,16494.0,19891.0
6162,2021.0,Sant Martí de Tous,99.6,18563.0,23037.0
6163,2021.0,Sant Pere Pescador,80.1,14933.0,30852.0
6164,2021.0,Sant Pere de Ribes,93.9,17504.0,551230.0
6165,2021.0,Sant Pere de Riudebitlles,95.9,17880.0,43091.0
6166,2021.0,Sant Pere de Torelló,99.7,18580.0,46544.0
6167,2021.0,Sant Pere de Vilamajor,103.0,19195.0,90793.0
6168,2021.0,Sant Pol de Mar,107.2,19984.0,111629.0
